id_venda,carro_id,cliente_id,vendedor_id,data_venda,valor_venda
774,749,575,25,2024-03-20,128074
775,891,389,12,2025-06-15,93392
776,580,614,14,2025-04-14,42366
777,720,341,27,2023-06-15,41561
778,328,318,27,2023-04-22,116886
779,520,976,27,2024-10-29,89281
780,180,491,9,2024-02-20,95507
781,25,706,15,2024-08-26,135488
782,501,111,30,2024-12-31,116729
783,220,99,15,2023-05-10,103731
784,539,600,16,2024-02-11,92132
785,815,435,1,2024-03-12,81786
786,330,729,2,2024-10-02,78148
787,290,891,14,2024-03-08,63351
788,302,686,9,2024-08-09,54875
789,966,265,2,2023-03-19,146449
790,933,446,30,2025-07-20,106685
791,915,351,5,2023-04-04,131971
792,164,961,12,2022-09-20,44262
793,757,707,5,2024-12-04,67531
794,886,929,16,2025-04-03,114959
795,336,270,3,2023-11-02,120968
796,972,700,12,2021-03-20,109302
797,934,339,17,2024-03-22,51203
798,386,54,16,2020-08-14,121792
799,811,192,7,2024-11-20,120217
800,549,776,14,2023-09-05,118197
801,641,51,23,2024-09-21,148064
802,34,172,29,2024-07-22,100538
803,693,639,8,2021-12-28,45792
804,609,145,7,2021-04-20,95745
805,768,604,17,2021-12-07,88686
806,12,846,25,2024-04-05,55840
807,169,654,5,2020-12-20,98850
808,304,791,25,2024-10-06,130455
809,125,961,20,2025-03-26,140069
810,278,735,18,2021-08-13,105752
811,96,983,5,2022-09-04,104890
812,624,483,26,2024-08-19,123553
813,203,490,14,2020-08-18,139261
814,884,768,5,2024-07-02,126452
815,155,997,7,2022-08-17,43170
816,165,534,27,2024-01-21,129061
817,325,215,7,2024-03-28,68170
818,984,171,8,2021-05-21,92182
819,148,666,23,2021-08-12,148370
820,508,325,12,2023-01-24,42724
821,699,906,14,2021-05-29,79205
822,116,481,10,2021-02-05,127637
823,224,92,18,2024-02-26,147166
824,491,825,13,2021-11-02,93737
825,132,366,22,2023-01-11,111896
826,482,876,12,2025-04-10,78213
827,493,978,10,2022-04-15,130001
828,680,903,19,2023-02-25,134745
829,44,858,29,2022-01-10,65291
830,772,832,27,2025-01-13,132932
831,347,835,22,2023-02-26,142225
832,525,110,10,2024-05-03,55390
833,937,628,9,2023-10-29,106636
834,649,781,24,2025-03-09,51474
835,266,229,27,2023-05-05,137290
836,13,474,11,2024-06-24,105017
837,197,326,8,2020-10-31,147405
838,219,826,23,2020-08-26,95631
839,331,646,8,2022-04-09,47982
840,977,297,22,2022-11-04,131438
841,582,855,21,2020-12-15,120727
842,640,392,18,2023-06-02,60566
843,371,885,3,2021-09-04,57258
844,961,474,28,2021-05-13,96112
845,925,413,5,2025-08-01,45710
846,561,640,17,2021-11-28,132644
847,597,266,20,2024-01-28,58453
848,865,5,16,2021-12-15,126600
849,628,720,20,2023-05-13,119972
850,692,9,8,2023-05-03,50077
851,532,926,8,2021-11-09,107125
852,799,564,21,2025-04-15,123267
853,655,120,5,2022-11-05,120079
854,587,15,23,2023-12-28,67603
855,767,323,18,2023-06-03,40338
856,924,51,13,2025-06-18,70211
857,732,632,16,2022-07-09,123367
858,824,683,20,2023-09-02,89169
859,332,671,16,2024-06-02,46488
860,702,260,18,2024-11-20,111024
861,927,161,2,2022-11-05,58212
862,455,236,30,2021-09-10,40962
863,866,927,5,2021-08-17,123465
864,569,761,16,2022-08-03,138504
865,942,338,2,2022-09-16,140181
866,745,687,23,2024-07-30,126343
867,639,832,27,2024-11-23,70737
868,221,940,25,2024-11-21,149384
869,760,56,20,2022-01-10,84961
870,127,410,24,2021-10-08,80095
871,151,826,28,2022-04-10,146199
872,452,245,10,2022-09-01,110896
873,906,247,3,2025-01-16,93664
874,572,350,21,2024-02-19,149270
875,715,34,10,2023-12-27,117664
876,306,939,20,2024-06-06,42038
877,845,857,24,2024-03-20,98765
878,476,539,28,2022-12-26,58782
879,878,171,24,2021-06-15,140651
880,758,883,6,2023-04-12,98404
881,420,464,29,2023-08-07,52476
882,308,293,17,2022-12-01,94416
883,970,709,5,2021-11-27,111441
884,743,765,25,2022-07-05,148498
885,299,65,26,2020-08-28,145965
886,449,999,2,2022-12-31,76796
887,101,394,4,2024-07-18,148869
888,313,305,21,2023-10-01,89631
889,773,150,4,2025-01-20,88139
890,822,626,28,2023-07-21,111402
891,730,186,12,2021-11-27,76981
892,487,459,18,2022-01-29,77429
893,625,578,8,2023-10-18,56462
894,287,881,17,2022-08-25,41456
895,172,220,28,2023-12-16,139738
896,479,319,18,2023-08-13,62994
897,527,627,13,2022-05-11,77332
898,370,956,1,2021-05-09,64442
899,471,270,16,2022-10-15,96407
900,578,154,2,2023-04-17,68922
901,136,360,25,2024-09-25,76904
902,853,772,16,2024-05-20,69663
903,941,526,14,2021-05-11,125369
904,873,758,3,2023-11-06,96150
905,882,833,9,2022-01-16,127892
906,599,96,18,2025-04-03,101254
907,831,243,26,2023-01-21,55424
908,896,732,18,2020-12-16,88915
909,875,83,27,2024-01-12,110625
910,530,802,3,2022-03-25,97297
911,837,513,14,2023-04-16,100587
912,952,551,6,2025-03-30,130945
913,300,202,14,2021-08-14,62719
914,309,861,2,2025-06-13,126602
915,750,438,10,2025-02-09,40806
916,120,46,23,2022-09-24,72482
917,850,264,30,2025-08-12,105233
918,264,708,25,2024-10-03,42234
919,61,466,3,2022-09-30,62698
920,746,31,16,2022-05-10,68498
921,926,4,21,2025-07-15,53310
922,870,467,21,2024-07-22,109100
923,411,118,19,2022-01-11,100628
924,248,615,15,2024-07-14,105878
925,249,699,21,2024-02-03,42142
926,355,729,24,2025-02-09,51103
927,577,731,27,2025-03-21,120826
928,854,581,12,2024-08-07,49456
929,142,566,1,2021-04-18,62357
930,437,569,18,2023-11-16,99800
931,834,503,30,2023-10-05,112523
932,907,334,28,2025-08-10,40309
933,568,150,19,2021-09-10,147455
934,263,582,16,2024-07-22,87019
935,944,26,8,2021-09-09,116525
936,488,763,15,2020-10-21,124798
937,697,526,29,2024-07-21,68976
938,683,186,21,2021-03-14,141773
939,112,47,30,2021-10-31,135543
940,721,879,19,2022-07-01,59877
941,36,861,2,2025-03-03,45282
942,833,299,21,2024-10-26,93212
943,378,155,5,2022-11-04,130099
944,496,486,21,2023-07-15,108782
945,344,774,17,2022-10-10,86911
946,867,636,10,2024-05-17,76325
947,864,826,11,2024-06-20,57942
948,847,530,2,2021-03-08,84573
949,408,225,4,2021-10-14,117045
950,372,830,14,2020-09-04,145043
951,566,960,1,2025-03-20,81892
952,202,688,27,2021-11-20,133671
953,555,387,7,2025-05-09,133476
954,993,528,28,2022-09-17,80879
955,388,889,23,2023-04-18,86972
956,828,885,16,2022-02-06,47793
957,778,132,5,2022-08-07,90995
958,790,792,12,2022-12-25,105679
959,45,344,28,2022-09-01,100462
960,243,911,5,2025-02-28,70788
961,604,728,28,2025-08-11,127707
962,552,739,5,2023-02-03,115202
963,590,936,28,2024-04-08,74892
964,704,131,3,2025-01-12,82158
965,842,1000,10,2023-04-13,82636
966,478,470,26,2021-10-11,71009
967,682,571,19,2024-07-06,148678
968,176,870,17,2025-04-01,125735
969,551,497,5,2022-09-06,144350
970,717,69,4,2022-11-16,123093
971,543,22,20,2025-07-16,57756
972,419,591,8,2021-01-21,66979
973,187,835,30,2024-05-01,127910
974,72,726,26,2024-09-19,140836
975,97,401,2,2022-04-03,125476
976,17,125,13,2025-06-11,73309
977,435,57,26,2022-09-24,59338
978,131,106,22,2024-04-03,97034
979,64,43,12,2023-05-18,88936
980,686,739,26,2022-06-25,107604
981,242,898,4,2023-06-03,71672
982,175,36,10,2025-05-02,146668
983,474,719,9,2023-10-23,57081
984,518,463,10,2024-10-02,108332
985,807,814,2,2024-04-21,96212
986,467,655,3,2025-04-28,110497
987,724,730,16,2024-08-12,133542
988,908,444,18,2021-08-05,65864
989,633,93,15,2021-05-24,116996
990,653,665,24,2021-10-03,126513
991,762,593,14,2021-04-17,82873
992,557,151,21,2022-10-08,129944
993,780,8,21,2023-12-23,106531
994,696,303,19,2022-08-11,88057
995,30,278,16,2020-08-15,89133
996,209,214,4,2022-10-29,115580
997,795,883,23,2023-04-01,99340
998,700,590,1,2020-11-03,143973
999,877,210,10,2021-10-02,65331
1000,820,713,26,2022-01-08,76953
